FEATURE;ASSIS CHATEAUBRIAND;ASTORGA;BARRACÃO;CAMPO LARGO;CAPANEMA;CASCAVEL;CORONEL VIVIDA;CURITIBA;FOZ DO IGUAÇU;GOIOERÊ;IRATI;IVAIPORÃ;JACAREZINHO;JAGUARIAÍVA;LONDRINA - CENTRO;PALMAS;PARANAGUÁ;PARANAVAÍ;PINHAIS;PITANGA;QUEDAS DO IGUAÇU;TELÊMACO BORBA;UMUARAMA;UNIÃO DA VITÓRIA;_TODOS_;MÉDIA
MÊS_mai;4.384593643e-05;2.3741861208e-05;0.000263644230007;0.000114503512182;8.6797770093e-05;0.000372287421529;0.000112976482636;0.000124411552203;3.6445776702e-05;6.0299658848e-05;0.000318835592117;0.000151449282794;5.8112978055e-05;0.000211968141941;0.000171874768177;0.000273090118809;6.8101574255e-05;8.7697287312e-05;0.000101564281099;0.000176418383205;0.000207031006039;0.000273032379721;4.9475093128e-05;8.8574738646e-05;0.000189661285203;0.00014663364449356
MÊS_set;6.3115829742e-05;1.9781012471e-05;0.000125042451696;4.6293780803e-05;0.000129064554463;0.000167253025774;8.0842874364e-05;0.000124654745823;0.000677398729456;3.0470211305e-05;9.8754257495e-05;5.2503175521e-05;0.000242446683785;7.6090978934e-05;0.000150124720612;0.000139559807616;0.000402015738137;2.4446290019e-05;7.2309748639e-05;0.000160937846228;0.000244855799799;4.1792620191e-05;4.0075535978e-05;4.4591253522e-05;0.000219380312615;0.00013895207939952002
CURSOS_GRAD_VESPERTINO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000169930022091;0.0;0.001169781706554;0.0002932124867;0.0;0.0;0.0;0.0;0.0;0.000121908629871;0.000776384864998;0.0;0.0;4.3059851425e-05;0.000119151809184;5.7494031505e-05;0.000369436041592;0.00012481437775680002
MÊS_jun;7.1526155223e-05;6.5160580073e-05;0.000272551970418;2.2052901303e-05;0.000141407475622;6.315382175e-06;0.000190262486953;4.8770846468e-05;0.00014972582872;0.000256012441238;4.3784161201e-05;5.0413332114e-05;0.000147604980428;3.1883390042e-05;0.000419656142433;6.4365460114e-05;0.000221628335817;4.2129529492e-05;9.4153459941e-05;2.3178671507e-05;6.9271465738e-05;4.8905629902e-05;0.000110542253331;0.000148273343187;0.000249630574133;0.00011956827190292001
ANO_2017;0.000319208496302;0.0;0.000132655396498;6.5171624216e-05;0.0;0.0;0.0;0.0;3.9406282565e-05;0.0;0.000401104236813;0.000509020750153;0.0;6.9583366962e-05;0.0;0.0;0.00026909678574;0.00048015009885;7.0392849775e-05;0.0;0.0;0.0;0.000101504959441;0.0;0.000124671194954;0.00010327864169076
CURSOS_GRAD_MATUTINO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000151982937254;0.0;0.000894219379121;0.000109080459313;0.0;0.0;0.000201592124606;0.0;0.0;0.000464617848635;0.0;0.0;0.0;5.479788233e-05;7.0478006875e-05;4.7604960389e-05;0.000520537440664;0.00010059644156747999
CAMPUS_CAMPO LARGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001157564031792;4.630256127168e-05
ANO_2016;0.000106786921948;0.0;7.7138287551e-05;0.000193623345967;0.0;0.0;0.0;0.0;3.8528087036e-05;0.0;1.9711795175e-05;0.000420443390204;0.0;1.7810052069e-05;0.0;0.0;0.000154838427192;4.4020892329e-05;0.0;0.0;0.0;0.0;2.7601113179e-05;0.0;3.6141445122e-05;4.546575031088e-05
CAMPUS_BARRACÃO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000750759361487;3.003037445948e-05
CURSOS_TEC_CONCOMITANTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000496552555953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0960153096e-05;2.150050836196e-05
CAMPUS_CORONEL VIVIDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000435532404965;1.7421296198599998e-05
PRECIPITAÇÃO_MIN_MENS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.8659500124e-05;0.0;0.000247685034004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4781780075e-05;0.0;0.0;0.0;0.0;0.0;7.09848368e-06;1.5928991915320003e-05
CAMPUS_PINHAIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033361554021;1.33446216084e-05
CAMPUS_PALMAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000294187343331;1.176749373324e-05
CAMPUS_QUEDAS DO IGUAÇU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000179431122401;7.17724489604e-06
ANO_2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.4215186412e-05;4.6959673595e-05;0.0;0.0;0.0;0.0;0.0;0.0;7.611345857e-06;5.95144823456e-06
CAMPUS_FOZ DO IGUAÇU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000138394013407;5.53576053628e-06
CAMPUS_CAPANEMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000123379109412;4.93516437648e-06
CAMPUS_CASCAVEL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000112768716656;4.51074866624e-06
CAMPUS_TELÊMACO BORBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000109252198892;4.37008795568e-06
CAMPUS_JAGUARIAÍVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000103861524705;4.1544609882e-06
CAMPUS_PITANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.7009762814e-05;3.88039051256e-06
CAMPUS_PARANAVAÍ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.6153803562e-05;3.84615214248e-06
CAMPUS_IVAIPORÃ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2496988991e-05;3.29987955964e-06
CAMPUS_IRATI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.1927709108e-05;2.87710836432e-06
CAMPUS_PARANAGUÁ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.136382979e-05;2.8545531916000003e-06
CAMPUS_GOIOERÊ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6046124958e-05;2.64184499832e-06
CAMPUS_ASSIS CHATEAUBRIAND;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1698795015e-05;2.4679518006e-06
CAMPUS_UMUARAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.934562468e-05;1.9738249872e-06
CAMPUS_UNIÃO DA VITÓRIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4308371603e-05;1.77233486412e-06
CAMPUS_CURITIBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.1080262156e-05;1.64321048624e-06
CAMPUS_LONDRINA - CENTRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8767964562e-05;1.55071858248e-06
CAMPUS_ASTORGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7342469208e-05;1.49369876832e-06
CAMPUS_JACAREZINHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3985376336e-05;9.594150534399999e-07
CAMPUS_COLOMBO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_LONDRINA - NORTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_ARAPONGAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANO_2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
