FEATURE;ASSIS CHATEAUBRIAND;ASTORGA;BARRACÃO;CAMPO LARGO;CAPANEMA;CASCAVEL;CORONEL VIVIDA;CURITIBA;FOZ DO IGUAÇU;GOIOERÊ;IRATI;IVAIPORÃ;JACAREZINHO;JAGUARIAÍVA;LONDRINA - CENTRO;PALMAS;PARANAGUÁ;PARANAVAÍ;PINHAIS;PITANGA;QUEDAS DO IGUAÇU;TELÊMACO BORBA;UMUARAMA;UNIÃO DA VITÓRIA;MÉDIA;TODOS;MÉDIA FINAL
MÊS_out;9.0889868249e-05;4.0292907751e-05;0.001549811581211;0.000100100271088;0.000430425927351;0.001124012334189;7.158194642e-05;0.000308053149109;0.000239220545975;0.000173022880147;9.8479251749e-05;0.000432016870721;9.6503323051e-05;0.000178204320476;4.597006692e-05;0.000105582653734;5.2667464087e-05;0.000101108214608;7.3093445294e-05;4.6157667953e-05;5.8008912424e-05;7.3421199465e-05;0.000129579094192;0.00023039326053;0.00024369154819558334;0.000587094640282;0.00041539309423879164
MÊS_abr;0.000135965345943;0.000255565067663;0.000119620461501;0.000288850929989;0.000194321375305;3.0183911637e-05;0.000963630960339;0.000121604826349;0.000229318003662;3.036912967e-05;0.000169418010521;3.0679215492e-05;0.000168655009469;8.3467804934e-05;0.000181592331067;0.000531842022444;8.4592956073e-05;0.000378651876421;0.000302530143845;0.000241911472865;0.000138860671509;0.000233452100758;8.0173742422e-05;0.000118623888271;0.00021307838575620834;0.002176977030614;0.0011950277081851043
CURSOS_POS;4.1532809734e-05;0.00108958673773;0.0;0.000183535671632;0.0;0.0;0.0;0.000199930021567;9.6343473964e-05;0.0;0.0;0.0;0.000483902600119;5.8548386197e-05;0.000201865310634;0.000808506282785;0.000600041243966;0.000396363329892;0.000519104339682;0.0;7.592273031e-05;0.0;0.0;0.0;0.0001981326224255;0.000545824402103;0.00037197851226425
MÊS_set;5.9180749713e-05;0.000124165565834;0.000109798885175;4.3515621521e-05;0.000147872423916;0.000325367084332;5.5567559013e-05;0.000139383157744;0.000508485682032;0.000144861117952;6.8820495408e-05;0.000194937507147;8.4830822905e-05;3.443435378e-05;0.000215355248482;0.000455838557187;0.000178572984247;3.3492531839e-05;0.000145460359836;0.000338794103704;0.000907297777184;0.000144814079365;5.908116314e-05;0.000101495657176;0.00019255931202633337;0.000420104298213;0.0003063318051196667
MÊS_ago;0.000114023437865;0.000101205277669;0.000419905165413;0.000402631455612;3.9104813523e-05;1.8471059884e-05;0.000153059864039;0.000166183060548;4.1217309602e-05;0.000204625131333;9.4673610995e-05;6.6149986703e-05;0.000259394473829;2.5595249147e-05;0.000165871171465;0.000200800290545;5.5856411425e-05;0.000108183356455;5.242319648e-05;5.2796235141e-05;0.001153005094639;0.000190947862032;4.4722769049e-05;0.000124711116694;0.0001773148916702917;0.000912175494461;0.0005447451930656458
MÊS_jun;4.362441139e-05;0.000127449250721;0.00059419330903;5.1634817003e-05;9.5131902551e-05;4.0885387283e-05;0.000229655097748;0.000128801989355;9.5585022774e-05;0.000166303547645;2.4884907188e-05;3.8690740772e-05;4.3187859788e-05;6.5043285263e-05;9.4657420981e-05;0.000105467353235;5.8367739845e-05;5.8338256021e-05;0.000110254096576;8.6862498553e-05;2.2682886284e-05;5.0377149266e-05;0.000251527236547;0.00025155552477;0.00011813173710787502;0.000316559548279;0.0002173456426934375
MÊS_mai;7.4654186507e-05;2.0344292996e-05;0.000100041041319;7.3458869567e-05;0.000105515043601;6.7635044148e-05;0.000107217061967;6.8094278167e-05;1.9843676979e-05;7.9870655626e-05;0.000162637117799;0.00010819749505;6.7828743647e-05;0.000189182351621;7.0889927784e-05;0.000231755972304;5.3888833177e-05;8.5567692064e-05;8.4276383352e-05;9.5482138675e-05;0.000287134321046;8.6568100392e-05;0.000133823731622;0.000417435884581;0.00011630595183295831;0.000107066095928;0.00011168602388047915
CURSOS_GRAD_VESPERTINO;0.0;0.0;0.0;3.9868859074e-05;0.0;0.0;0.0;0.0;0.000131405968097;0.0;0.000913767705766;0.000118842422276;0.0;0.0;0.0;0.0;0.0;0.000377406053675;0.000251378710462;0.0;0.0;9.2590645778e-05;0.000253876908362;3.5533710553e-05;9.227795766845834e-05;0.000480094401286;0.00028618617947722915
ANO_2017;0.000117200287801;0.0;0.000330001461401;9.4430980236e-05;0.0;0.0;0.0;0.0;5.0373822427e-05;0.0;0.000358335070907;0.000186897781623;0.0;0.000136480191145;0.0;0.0;0.000269912283062;0.000194957545529;0.00015698255819;0.0;0.0;0.0;0.000152385609545;0.0;8.533156632775e-05;0.000117771713267;0.000101551639797375
ANO_2016;9.3351000201e-05;0.0;0.000123080069658;0.000343290346369;0.0;0.0;0.0;0.0;3.1642229462e-05;0.0;4.1328534673e-05;0.000452914883327;0.0;1.6190163669e-05;0.0;0.0;0.000448941215935;0.000101595606598;0.0;0.0;0.0;0.0;3.9000653799e-05;0.0;7.047227932045832e-05;3.9225589319e-05;5.4848934319729156e-05
CURSOS_GRAD_MATUTINO;0.0;0.0;0.0;1.1803575362e-05;0.0;0.0;0.0;0.0;0.000282296938072;0.0;0.000668385913787;0.000188077109856;0.0;0.0;0.000154176936064;0.0;0.0;0.000139790548699;0.0;0.0;0.0;4.5994815404e-05;4.84262875e-05;4.4069628423e-05;6.595923971529167e-05;0.000562956585032;0.00031445791237364585
PRECIPITAÇÃO_MIN_MENS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000131060934134;0.0;0.000270619761238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000107694745151;0.0;0.0;0.0;0.0;0.0;2.1223976688458333e-05;8.900109415e-06;1.5062043051729166e-05
CURSOS_TEC_CONCOMITANTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000399821383368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6659224307e-05;2.8422211594e-05;2.25407179505e-05
ANO_2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6429677088e-05;8.114462431e-05;0.0;0.0;0.0;0.0;0.0;0.0;4.898929224916667e-06;7.005702794e-06;5.9523160094583335e-06
CAMPUS_UMUARAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8245106711e-05;3.41225533555e-05
CAMPUS_UNIÃO DA VITÓRIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7706458782e-05;1.8853229391e-05
CAMPUS_JACAREZINHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.76834628e-05;1.38417314e-05
CAMPUS_TELÊMACO BORBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000133526615591;6.67633077955e-05
CAMPUS_FOZ DO IGUAÇU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000123521870834;6.1760935417e-05
ANO_2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_ARAPONGAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_ASSIS CHATEAUBRIAND;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8583260556e-05;3.4291630278e-05
CAMPUS_BARRACÃO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000726899532127;0.0003634497660635
CAMPUS_CAMPO LARGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001096730432663;0.0005483652163315
CAMPUS_CAPANEMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.1782616719e-05;4.58913083595e-05
CAMPUS_CASCAVEL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0796401187e-05;4.03982005935e-05
CAMPUS_COLOMBO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_CORONEL VIVIDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000304415253486;0.000152207626743
CAMPUS_CURITIBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2245264144e-05;1.6122632072e-05
CAMPUS_GOIOERÊ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1306008211e-05;2.56530041055e-05
CAMPUS_QUEDAS DO IGUAÇU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000156948184697;7.84740923485e-05
CAMPUS_IRATI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0564207163e-05;3.52821035815e-05
CAMPUS_IVAIPORÃ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.3449691976e-05;4.6724845988e-05
CAMPUS_JAGUARIAÍVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000103039676081;5.15198380405e-05
CAMPUS_LONDRINA - CENTRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.4337036858e-05;4.2168518429e-05
CAMPUS_LONDRINA - NORTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMPUS_PALMAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000175213910749;8.76069553745e-05
CAMPUS_PARANAGUÁ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000105820536644;5.2910268322e-05
CAMPUS_PARANAVAÍ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4573966607e-05;1.72869833035e-05
CAMPUS_PINHAIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000239221619004;0.000119610809502
CAMPUS_PITANGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.2205069691e-05;4.61025348455e-05
CAMPUS_ASTORGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7677105982e-05;1.8838552991e-05
