;OTIMIZADOR;MODELO;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
936;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
937;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
938;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
939;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
940;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
941;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
942;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
943;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
944;PSO;XGBoost;5000;226;118;gbtree;0.866;0.148;0.286
945;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
946;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
947;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
948;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
949;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
950;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
951;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
952;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
953;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
954;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
955;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
956;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
957;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
958;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
959;PSO;XGBoost;5000;219;120;gbtree;0.879;0.019;0.272
960;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
961;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
962;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
963;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
964;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
965;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
966;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
967;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
968;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
969;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
970;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
971;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
972;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
973;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
974;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
975;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
976;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
977;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
978;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
979;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
980;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
981;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
982;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
983;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
984;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
985;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
986;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
987;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
988;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
989;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
990;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
991;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
992;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
993;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
994;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
995;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
996;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
997;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
998;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
999;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1000;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1001;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1002;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1003;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1004;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1005;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1006;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1007;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1008;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1009;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1010;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1011;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1012;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1013;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1014;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1015;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1016;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1017;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1018;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1019;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1020;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1021;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1022;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1023;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1024;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1025;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1026;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1027;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1028;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1029;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1030;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1031;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1032;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1033;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1034;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1035;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1036;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1037;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1038;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1039;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1040;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1041;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1042;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1043;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1044;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1045;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1046;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1047;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1048;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1049;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1050;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1051;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1052;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1053;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1054;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1055;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1056;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1057;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1058;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1059;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1060;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1061;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1062;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1063;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1064;PSO;XGBoost;5000;240;118;gbtree;0.91;0.043;0.247
1065;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1066;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1067;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1068;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1069;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1070;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1071;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1072;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1073;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1074;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1075;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1076;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1077;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1078;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1079;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1080;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1081;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1082;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1083;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1084;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1085;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1086;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1087;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1088;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1089;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1090;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1091;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1092;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1093;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1094;PSO;XGBoost;5000;240;118;gbtree;0.908;0.04;0.245
1095;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1096;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1097;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1098;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1099;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1100;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1101;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1102;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1103;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1104;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1105;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1106;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1107;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1108;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1109;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1110;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1111;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1112;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1113;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1114;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1115;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1116;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1117;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1118;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1119;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1120;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1121;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1122;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1123;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
1124;PSO;XGBoost;5000;242;119;gbtree;0.898;0.041;0.243
