;OTIMIZADOR;MODELO;SEED;Hidden Layers;Alpha;Activation;Fitness
2108;PSO;MLP;10000;220;0.793;relu;0.228
2109;PSO;MLP;10000;220;0.793;relu;0.228
2110;PSO;MLP;10000;220;0.793;relu;0.228
2111;PSO;MLP;10000;220;0.793;relu;0.228
2112;PSO;MLP;10000;220;0.793;relu;0.228
2113;PSO;MLP;10000;220;0.793;relu;0.228
2114;PSO;MLP;10000;220;0.793;relu;0.228
2115;PSO;MLP;10000;220;0.793;relu;0.228
2116;PSO;MLP;10000;220;0.793;relu;0.228
2117;PSO;MLP;10000;220;0.793;relu;0.228
2118;PSO;MLP;10000;220;0.793;relu;0.228
2119;PSO;MLP;10000;220;0.793;relu;0.228
2120;PSO;MLP;10000;220;0.793;relu;0.228
2121;PSO;MLP;10000;220;0.793;relu;0.228
2122;PSO;MLP;10000;220;0.793;relu;0.228
2123;PSO;MLP;10000;220;0.793;relu;0.228
2124;PSO;MLP;10000;220;0.793;relu;0.228
2125;PSO;MLP;10000;220;0.793;relu;0.228
2126;PSO;MLP;10000;220;0.793;relu;0.228
2127;PSO;MLP;10000;220;0.793;relu;0.228
2128;PSO;MLP;10000;220;0.793;relu;0.228
2129;PSO;MLP;10000;220;0.793;relu;0.228
2130;PSO;MLP;10000;220;0.793;relu;0.228
2131;PSO;MLP;10000;220;0.793;relu;0.228
2132;PSO;MLP;10000;220;0.793;relu;0.228
2133;PSO;MLP;10000;220;0.793;relu;0.228
2134;PSO;MLP;10000;220;0.793;relu;0.228
2135;PSO;MLP;10000;220;0.793;relu;0.228
2136;PSO;MLP;10000;220;0.793;relu;0.228
2137;PSO;MLP;10000;220;0.793;relu;0.228
2138;PSO;MLP;10000;220;0.793;relu;0.228
2139;PSO;MLP;10000;220;0.793;relu;0.228
2140;PSO;MLP;10000;220;0.793;relu;0.228
2141;PSO;MLP;10000;220;0.793;relu;0.228
2142;PSO;MLP;10000;220;0.793;relu;0.228
2143;PSO;MLP;10000;220;0.793;relu;0.228
2144;PSO;MLP;10000;220;0.793;relu;0.228
2145;PSO;MLP;10000;220;0.793;relu;0.228
2146;PSO;MLP;10000;220;0.793;relu;0.228
2147;PSO;MLP;10000;220;0.793;relu;0.228
2148;PSO;MLP;10000;220;0.793;relu;0.228
2149;PSO;MLP;10000;220;0.793;relu;0.228
2150;PSO;MLP;10000;220;0.793;relu;0.228
2151;PSO;MLP;10000;220;0.793;relu;0.228
2152;PSO;MLP;10000;220;0.793;relu;0.228
2153;PSO;MLP;10000;220;0.793;relu;0.228
2154;PSO;MLP;10000;220;0.793;relu;0.228
2155;PSO;MLP;10000;220;0.793;relu;0.228
2156;PSO;MLP;10000;220;0.793;relu;0.228
2157;PSO;MLP;10000;220;0.793;relu;0.228
2158;PSO;MLP;10000;220;0.793;relu;0.228
2159;PSO;MLP;10000;220;0.793;relu;0.228
2160;PSO;MLP;10000;220;0.793;relu;0.228
2161;PSO;MLP;10000;220;0.793;relu;0.228
2162;PSO;MLP;10000;220;0.793;relu;0.228
2163;PSO;MLP;10000;220;0.793;relu;0.228
2164;PSO;MLP;10000;220;0.793;relu;0.228
2165;PSO;MLP;10000;220;0.793;relu;0.228
2166;PSO;MLP;10000;220;0.793;relu;0.228
2167;PSO;MLP;10000;220;0.793;relu;0.228
2168;PSO;MLP;10000;220;0.793;relu;0.228
2169;PSO;MLP;10000;220;0.793;relu;0.228
2170;PSO;MLP;10000;220;0.793;relu;0.228
2171;PSO;MLP;10000;220;0.793;relu;0.228
2172;PSO;MLP;10000;220;0.793;relu;0.228
2173;PSO;MLP;10000;220;0.793;relu;0.228
2174;PSO;MLP;10000;220;0.793;relu;0.228
2175;PSO;MLP;10000;220;0.793;relu;0.228
2176;PSO;MLP;10000;220;0.793;relu;0.228
2177;PSO;MLP;10000;220;0.793;relu;0.228
2178;PSO;MLP;10000;220;0.793;relu;0.228
2179;PSO;MLP;10000;220;0.793;relu;0.228
2180;PSO;MLP;10000;220;0.793;relu;0.228
2181;PSO;MLP;10000;220;0.793;relu;0.228
2182;PSO;MLP;10000;220;0.793;relu;0.228
2183;PSO;MLP;10000;220;0.793;relu;0.228
2184;PSO;MLP;10000;220;0.793;relu;0.228
2185;PSO;MLP;10000;220;0.793;relu;0.228
2186;PSO;MLP;10000;220;0.793;relu;0.228
2187;PSO;MLP;10000;220;0.793;relu;0.228
2188;PSO;MLP;10000;220;0.793;relu;0.228
2189;PSO;MLP;10000;220;0.793;relu;0.228
2190;PSO;MLP;10000;220;0.793;relu;0.228
2191;PSO;MLP;10000;220;0.793;relu;0.228
2192;PSO;MLP;10000;220;0.793;relu;0.228
2193;PSO;MLP;10000;220;0.793;relu;0.228
2194;PSO;MLP;10000;220;0.793;relu;0.228
2195;PSO;MLP;10000;220;0.793;relu;0.228
2196;PSO;MLP;10000;220;0.793;relu;0.228
2197;PSO;MLP;10000;220;0.793;relu;0.228
2198;PSO;MLP;10000;220;0.793;relu;0.228
2199;PSO;MLP;10000;220;0.793;relu;0.228
2200;PSO;MLP;10000;220;0.793;relu;0.228
2201;PSO;MLP;10000;220;0.793;relu;0.228
2202;PSO;MLP;10000;220;0.793;relu;0.228
2203;PSO;MLP;10000;220;0.793;relu;0.228
2204;PSO;MLP;10000;220;0.793;relu;0.228
2205;PSO;MLP;10000;220;0.979;relu;0.227
2206;PSO;MLP;10000;220;0.979;relu;0.227
2207;PSO;MLP;10000;220;0.979;relu;0.227
2208;PSO;MLP;10000;220;0.979;relu;0.227
2209;PSO;MLP;10000;220;0.979;relu;0.227
2210;PSO;MLP;10000;220;0.979;relu;0.227
2211;PSO;MLP;10000;220;0.979;relu;0.227
2212;PSO;MLP;10000;220;0.979;relu;0.227
2213;PSO;MLP;10000;220;0.979;relu;0.227
2214;PSO;MLP;10000;220;0.979;relu;0.227
2215;PSO;MLP;10000;220;0.979;relu;0.227
2216;PSO;MLP;10000;220;0.979;relu;0.227
2217;PSO;MLP;10000;220;0.979;relu;0.227
2218;PSO;MLP;10000;220;0.979;relu;0.227
2219;PSO;MLP;10000;220;0.979;relu;0.227
2220;PSO;MLP;10000;220;0.979;relu;0.227
2221;PSO;MLP;10000;220;0.979;relu;0.227
2222;PSO;MLP;10000;220;0.979;relu;0.227
2223;PSO;MLP;10000;220;0.979;relu;0.227
2224;PSO;MLP;10000;220;0.979;relu;0.227
2225;PSO;MLP;10000;220;0.979;relu;0.227
2226;PSO;MLP;10000;220;0.979;relu;0.227
2227;PSO;MLP;10000;220;0.979;relu;0.227
2228;PSO;MLP;10000;220;0.979;relu;0.227
2229;PSO;MLP;10000;220;0.979;relu;0.227
2230;PSO;MLP;10000;220;0.979;relu;0.227
2231;PSO;MLP;10000;220;0.979;relu;0.227
2232;PSO;MLP;10000;220;0.979;relu;0.227
2233;PSO;MLP;10000;220;0.979;relu;0.227
2234;PSO;MLP;10000;220;0.979;relu;0.227
2235;PSO;MLP;10000;220;0.979;relu;0.227
2236;PSO;MLP;10000;220;0.979;relu;0.227
2237;PSO;MLP;10000;220;0.979;relu;0.227
2238;PSO;MLP;10000;220;0.979;relu;0.227
2239;PSO;MLP;10000;220;0.979;relu;0.227
2240;PSO;MLP;10000;220;0.979;relu;0.227
2241;PSO;MLP;10000;220;0.979;relu;0.227
2242;PSO;MLP;10000;220;0.979;relu;0.227
2243;PSO;MLP;10000;220;0.979;relu;0.227
2244;PSO;MLP;10000;220;0.979;relu;0.227
2245;PSO;MLP;10000;220;0.979;relu;0.227
2246;PSO;MLP;10000;220;0.979;relu;0.227
2247;PSO;MLP;10000;220;0.979;relu;0.227
2248;PSO;MLP;10000;220;0.979;relu;0.227
2249;PSO;MLP;10000;220;0.979;relu;0.227
